year,date,statefips,countyfips,averagepm2.5,County
2016,21NOV2016,36,89,2.26745357142857,St. Lawrence County
2016,22NOV2016,36,89,2.21080357142857,St. Lawrence County
2016,23NOV2016,36,89,3.17920714285714,St. Lawrence County
2016,24NOV2016,36,89,6.03211428571428,St. Lawrence County
2016,25NOV2016,36,89,8.77582142857142,St. Lawrence County
2016,26NOV2016,36,89,6.95413214285714,St. Lawrence County
2016,27NOV2016,36,89,5.57995714285714,St. Lawrence County
2016,28NOV2016,36,89,5.69670714285714,St. Lawrence County
2016,29NOV2016,36,89,5.41175,St. Lawrence County
2016,30NOV2016,36,89,6.62361785714285,St. Lawrence County
2016,01DEC2016,36,89,4.54641785714285,St. Lawrence County
2016,02DEC2016,36,89,2.603425,St. Lawrence County
2016,03DEC2016,36,89,2.66369285714285,St. Lawrence County
2016,04DEC2016,36,89,3.77570357142857,St. Lawrence County
2016,05DEC2016,36,89,5.71210357142857,St. Lawrence County
2016,06DEC2016,36,89,9.40854285714286,St. Lawrence County
2016,07DEC2016,36,89,6.97753928571428,St. Lawrence County
2016,08DEC2016,36,89,5.73805714285714,St. Lawrence County
2016,09DEC2016,36,89,2.86946071428571,St. Lawrence County
2016,10DEC2016,36,89,6.15159642857143,St. Lawrence County
2016,11DEC2016,36,89,8.41488214285714,St. Lawrence County
2016,12DEC2016,36,89,9.09303928571428,St. Lawrence County
2016,13DEC2016,36,89,9.42642142857143,St. Lawrence County
2016,14DEC2016,36,89,7.58706785714285,St. Lawrence County
2016,15DEC2016,36,89,5.17071428571428,St. Lawrence County
2016,16DEC2016,36,89,6.29568928571428,St. Lawrence County
2016,17DEC2016,36,89,10.7429107142857,St. Lawrence County
2016,18DEC2016,36,89,8.7581,St. Lawrence County
2016,19DEC2016,36,89,5.762775,St. Lawrence County
2016,20DEC2016,36,89,6.30038214285714,St. Lawrence County
2016,21DEC2016,36,89,10.9400678571428,St. Lawrence County
2016,22DEC2016,36,89,13.5753535714285,St. Lawrence County
2016,23DEC2016,36,89,8.76813928571428,St. Lawrence County
2016,24DEC2016,36,89,7.41047142857143,St. Lawrence County
2016,25DEC2016,36,89,4.89241428571428,St. Lawrence County
2016,26DEC2016,36,89,4.15556785714285,St. Lawrence County
2016,27DEC2016,36,89,4.16218928571428,St. Lawrence County
2016,28DEC2016,36,89,4.81292857142857,St. Lawrence County
2016,29DEC2016,36,89,7.40598571428571,St. Lawrence County
2016,30DEC2016,36,89,4.44338928571428,St. Lawrence County
2016,31DEC2016,36,89,5.73325714285714,St. Lawrence County
