year,date,statefips,countyfips,averagepm2.5,County
2016,09OCT2016,36,47,4.03971368421052,Kings County
2016,10OCT2016,36,47,3.91749578947368,Kings County
2016,11OCT2016,36,47,5.96761342105263,Kings County
2016,12OCT2016,36,47,6.47323131578947,Kings County
2016,13OCT2016,36,47,9.69840736842105,Kings County
2016,14OCT2016,36,47,5.08087802631579,Kings County
2016,15OCT2016,36,47,6.17805065789473,Kings County
2016,16OCT2016,36,47,8.180565,Kings County
2016,17OCT2016,36,47,15.2009253947368,Kings County
2016,18OCT2016,36,47,14.1197255263157,Kings County
2016,19OCT2016,36,47,11.7574744736842,Kings County
2016,20OCT2016,36,47,9.08945394736842,Kings County
2016,21OCT2016,36,47,5.72006526315789,Kings County
2016,22OCT2016,36,47,2.40518289473684,Kings County
2016,23OCT2016,36,47,4.60712105263158,Kings County
2016,24OCT2016,36,47,5.7773597368421,Kings County
2016,25OCT2016,36,47,4.32969565789473,Kings County
2016,26OCT2016,36,47,3.8886697368421,Kings County
2016,27OCT2016,36,47,5.40264197368421,Kings County
2016,28OCT2016,36,47,5.12527157894736,Kings County
2016,29OCT2016,36,47,7.0784072368421,Kings County
2016,30OCT2016,36,47,12.7486228947368,Kings County
2016,31OCT2016,36,47,4.02395565789473,Kings County
2016,01NOV2016,36,47,6.32555960526315,Kings County
2016,02NOV2016,36,47,10.8973759210526,Kings County
2016,03NOV2016,36,47,16.6787839473684,Kings County
2016,04NOV2016,36,47,4.43185986842105,Kings County
2016,05NOV2016,36,47,7.21284342105263,Kings County
2016,06NOV2016,36,47,5.6495797368421,Kings County
2016,07NOV2016,36,47,4.87690776315789,Kings County
2016,08NOV2016,36,47,10.3988517105263,Kings County
2016,09NOV2016,36,47,15.1902188157894,Kings County
2016,10NOV2016,36,47,4.24427236842105,Kings County
2016,11NOV2016,36,47,4.45483763157894,Kings County
2016,12NOV2016,36,47,4.18318328947368,Kings County
2016,13NOV2016,36,47,7.73366013157894,Kings County
2016,14NOV2016,36,47,10.7727909210526,Kings County
2016,15NOV2016,36,47,7.48441157894736,Kings County
2016,16NOV2016,36,47,13.6964725,Kings County
2016,17NOV2016,36,47,11.2122847368421,Kings County
2016,18NOV2016,36,47,14.5347239473684,Kings County
2016,19NOV2016,36,47,10.5890192105263,Kings County
2016,20NOV2016,36,47,2.31763289473684,Kings County
2016,21NOV2016,36,47,3.62441263157894,Kings County
2016,22NOV2016,36,47,3.36485355263157,Kings County
2016,23NOV2016,36,47,4.60629184210526,Kings County
2016,24NOV2016,36,47,8.46772763157894,Kings County
2016,25NOV2016,36,47,22.5281344736842,Kings County
2016,26NOV2016,36,47,9.93789131578947,Kings County
2016,27NOV2016,36,47,4.48226565789473,Kings County
2016,28NOV2016,36,47,11.3393544736842,Kings County
2016,29NOV2016,36,47,7.16625802631579,Kings County
2016,30NOV2016,36,47,11.5131247368421,Kings County
2016,01DEC2016,36,47,3.79467763157894,Kings County
2016,02DEC2016,36,47,4.34969328947368,Kings County
2016,03DEC2016,36,47,2.93036052631578,Kings County
2016,04DEC2016,36,47,4.15388460526315,Kings County
2016,05DEC2016,36,47,6.45850947368421,Kings County
2016,06DEC2016,36,47,8.50471394736842,Kings County
2016,07DEC2016,36,47,7.88145565789473,Kings County
2016,08DEC2016,36,47,11.1124869736842,Kings County
2016,09DEC2016,36,47,5.3118347368421,Kings County
2016,10DEC2016,36,47,7.1513272368421,Kings County
2016,11DEC2016,36,47,11.1235811842105,Kings County
2016,12DEC2016,36,47,13.8622832894736,Kings County
2016,13DEC2016,36,47,12.4602953947368,Kings County
2016,14DEC2016,36,47,14.0614430263157,Kings County
2016,15DEC2016,36,47,7.85025513157894,Kings County
2016,16DEC2016,36,47,10.4167865789473,Kings County
2016,17DEC2016,36,47,11.950632368421,Kings County
2016,18DEC2016,36,47,10.6939305263157,Kings County
2016,19DEC2016,36,47,4.24953210526315,Kings County
2016,20DEC2016,36,47,10.3776828947368,Kings County
2016,21DEC2016,36,47,18.9502784210526,Kings County
2016,22DEC2016,36,47,14.2394790789473,Kings County
2016,23DEC2016,36,47,11.1870943421052,Kings County
2016,24DEC2016,36,47,14.4327126315789,Kings County
2016,25DEC2016,36,47,6.12534631578947,Kings County
2016,26DEC2016,36,47,6.29102026315789,Kings County
2016,27DEC2016,36,47,6.29262894736842,Kings County
2016,28DEC2016,36,47,5.57804368421052,Kings County
2016,29DEC2016,36,47,7.73668355263158,Kings County
2016,30DEC2016,36,47,5.76950407894736,Kings County
2016,31DEC2016,36,47,4.77116842105263,Kings County
